# blastp
# Iteration: 0
# Query: g702.t1
# RID: YD4GEH1W014
# Database: swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 3 hits found
g2203.t1	Q9FN05.1	25.281	178	108	4	655	824	596	756	7.28e-06	53.5	40.45
g2203.t1	O74254.3	27.703	148	82	4	659	799	640	769	1.51e-05	52.4	43.92
g2203.t1	P38138.1	25.287	174	104	5	646	811	614	769	2.19e-05	52.0	44.25
g2203.t1	Q92442.1	24.699	166	100	3	655	813	575	722	2.48e-05	51.6	43.37
g2203.t1	Q94502.1	24.516	155	101	5	671	817	630	776	3.51e-05	51.2	43.87
g2203.t1	Q8BVW0.2	21.951	164	100	3	655	809	579	723	2.37e-04	48.5	40.85
g2203.t1	P22861.1	25.301	166	98	4	659	817	650	796	3.75e-04	47.8	40.96
g2203.t1	Q8RQU9.1	23.529	119	85	1	701	813	547	665	0.001	46.6	42.86
g2203.t1	Q12558.1	27.027	148	85	3	659	800	672	802	0.002	45.4	41.89
g2203.t1	Q9C0Y4.2	24.832	149	87	4	659	800	659	789	0.010	43.1	43.62
g2203.t1	P14410.6	22.857	210	128	6	646	839	1500	1691	0.019	42.4	38.57
# blastp
# Iteration: 0
# Query: g3428.t1
# RID: YD4GEH1W014
# Database: swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 101 hits found
g3428.t1	Q09510.1	56.604	159	67	1	7	163	10	168	8.78e-65	199	79.87
g3428.t1	Q5E9E2.3	58.333	156	64	1	9	163	14	169	1.60e-64	198	77.56
g3428.t1	O14950.2	58.333	156	64	1	9	163	14	169	3.37e-64	197	76.92
g3428.t1	P24032.2	58.333	156	64	1	9	163	14	169	3.93e-64	197	77.56
g3428.t1	P40423.1	58.228	158	66	0	6	163	13	170	8.81e-64	196	75.95
g3428.t1	P19105.2	58.442	154	63	1	11	163	15	168	1.12e-63	196	77.92
g3428.t1	P24844.4	58.442	154	63	1	11	163	16	169	1.35e-63	196	78.57
g3428.t1	A4IF97.1	57.692	156	65	1	9	163	13	168	1.43e-63	196	76.92
g3428.t1	P13832.2	57.051	156	66	1	9	163	14	169	2.26e-63	195	76.92
g3428.t1	P02612.2	57.792	154	64	1	11	163	16	169	3.21e-63	195	78.57
g3428.t1	Q9CQ19.3	58.442	154	63	1	11	163	16	169	3.86e-63	194	77.92
g3428.t1	P18666.3	57.692	156	65	1	9	163	14	169	1.02e-62	193	76.28
g3428.t1	Q02045.1	55.814	172	68	3	1	164	1	172	6.87e-61	189	73.84
g3428.t1	Q64122.2	56.863	153	66	0	11	163	16	168	8.47e-61	189	75.82
g3428.t1	Q7M2V4.2	56.098	164	70	2	1	162	1	164	7.49e-60	186	73.78
g3428.t1	P41691.2	55.233	172	69	3	1	164	1	172	1.48e-59	186	72.67
g3428.t1	P08733.2	54.268	164	73	2	1	162	1	164	3.92e-58	182	73.17
g3428.t1	P10916.3	55.488	164	71	2	1	162	1	164	5.26e-58	181	72.56
g3428.t1	P51667.3	54.268	164	73	2	1	162	1	164	6.40e-58	181	72.56
g3428.t1	Q3SZE5.1	54.268	164	73	2	1	162	1	164	2.38e-57	179	72.56
g3428.t1	P04113.1	53.459	159	74	0	7	165	3	161	7.89e-56	176	71.07
g3428.t1	P02610.2	54.268	164	72	3	1	162	1	163	3.87e-55	174	71.95
g3428.t1	P07461.1	52.288	153	72	1	13	164	1	153	9.30e-55	172	73.86
g3428.t1	P02611.2	50.610	164	78	3	1	162	1	163	9.31e-52	166	70.73
g3428.t1	P04112.1	50.641	156	77	0	10	165	1	156	5.97e-51	163	67.95
g3428.t1	Q62082.1	50.932	161	76	3	5	162	40	200	6.68e-50	162	71.43
g3428.t1	Q9QVP4.1	49.057	159	79	2	8	164	16	174	7.93e-50	161	68.55
g3428.t1	P02609.2	48.214	168	84	3	1	166	1	167	8.13e-50	160	70.24
g3428.t1	P80164.1	50.993	151	74	0	14	164	45	195	2.09e-49	160	70.20
g3428.t1	P04466.2	49.693	163	79	3	1	160	1	163	3.58e-49	159	69.94
g3428.t1	P97457.3	49.693	163	79	3	1	160	1	163	3.90e-49	159	69.94
g3428.t1	P02608.3	49.390	164	79	3	1	160	1	164	4.07e-49	159	70.12
g3428.t1	F1SSF9.3	48.428	159	80	2	8	164	16	174	7.02e-49	158	68.55
g3428.t1	P24732.2	48.780	164	80	3	1	160	1	164	1.02e-48	158	70.12
g3428.t1	Q01449.1	47.799	159	81	2	8	164	16	174	2.18e-48	157	68.55
g3428.t1	O93409.1	47.619	168	84	3	1	164	1	168	4.90e-48	156	67.86
g3428.t1	Q96A32.1	50.000	160	73	3	8	160	4	163	5.29e-48	156	70.00
g3428.t1	P19626.1	52.703	148	68	2	19	164	19	166	7.40e-48	155	71.62
g3428.t1	P19625.1	52.703	148	68	2	19	164	19	166	9.30e-48	155	71.62
g3428.t1	Q0P571.1	48.171	164	81	3	1	160	1	164	1.36e-47	155	69.51
g3428.t1	P13543.3	48.718	156	80	0	10	165	2	157	2.94e-47	154	65.38
g3428.t1	P05963.1	48.718	156	80	0	10	165	1	156	5.13e-47	153	66.03
g3428.t1	Q66I73.1	47.024	168	85	3	1	164	1	168	6.27e-47	153	67.26
g3428.t1	P05944.1	48.077	156	81	0	10	165	1	156	2.05e-46	152	66.03
g3428.t1	P08051.1	46.203	158	84	1	8	165	4	160	3.66e-46	151	68.99
g3428.t1	Q9BUA6.2	42.564	195	75	4	5	162	30	224	1.29e-43	147	59.49
g3428.t1	P08052.1	52.344	128	61	0	23	150	12	139	1.56e-43	144	70.31
g3428.t1	P02613.1	46.154	156	81	1	10	165	1	153	9.93e-42	139	62.82
g3428.t1	Q1HPS0.1	46.405	153	78	3	8	158	39	189	4.98e-41	139	66.67
g3428.t1	P18432.2	40.625	160	89	3	3	158	54	211	5.47e-34	122	62.50
g3428.t1	B7SNI3.1	38.816	152	90	3	16	165	22	172	6.25e-28	105	57.89
g3428.t1	P61859.2	37.143	140	83	2	23	157	7	146	5.57e-26	99.8	61.43
g3428.t1	P60204.2	36.429	140	84	2	23	157	7	146	1.27e-25	98.6	61.43
g3428.t1	P07463.3	35.461	141	86	2	23	158	7	147	3.17e-25	97.8	61.70
g3428.t1	P13833.1	34.641	153	94	2	6	154	4	154	1.40e-20	85.9	53.59
g3428.t1	Q0IUU4.2	34.286	140	87	2	23	157	6	145	1.50e-19	84.0	56.43
g3428.t1	Q2R1Z5.1	30.769	143	91	3	23	157	7	149	4.65e-19	82.4	56.64
g3428.t1	Q0IQB6.1	33.571	140	88	2	23	157	6	145	7.69e-19	82.0	56.43
g3428.t1	Q84MN0.1	33.333	138	87	2	25	157	8	145	2.38e-18	80.1	57.97
g3428.t1	P49258.2	30.282	142	94	2	23	159	6	147	2.42e-18	79.7	57.75
g3428.t1	P49258.2	36.364	66	38	1	27	88	83	148	1.22e-05	46.2	59.09
g3428.t1	Q7Z2B8.1	32.593	135	88	2	28	159	12	146	1.18e-16	75.5	55.56
g3428.t1	P14649.1	32.000	150	92	3	15	155	55	203	2.81e-16	75.9	54.00
g3428.t1	P06704.2	31.013	158	104	2	6	158	2	159	1.16e-15	73.2	51.90
g3428.t1	P08053.1	30.882	136	91	3	28	160	6	141	2.16e-15	72.0	53.68
g3428.t1	Q09196.1	28.571	133	89	3	29	157	8	138	3.48e-15	71.6	57.89
g3428.t1	Q8CI43.1	30.667	150	94	3	15	155	54	202	4.49e-15	72.8	52.67
g3428.t1	Q17133.1	32.886	149	92	4	19	160	2	149	4.64e-15	71.2	53.02
g3428.t1	Q9S744.1	28.671	143	97	2	21	158	5	147	1.60e-14	70.1	52.45
g3428.t1	D2DGW3.1	27.778	144	96	3	23	158	8	151	9.26e-14	68.2	55.56
g3428.t1	P53141.1	31.250	144	82	5	30	159	8	148	4.95e-13	65.9	56.25
g3428.t1	P15159.1	28.472	144	95	3	23	158	9	152	1.00e-12	65.5	54.86
g3428.t1	Q6P0G6.1	27.586	145	93	3	21	155	43	185	1.79e-12	65.5	53.79
g3428.t1	P82159.1	27.273	143	96	2	21	155	39	181	2.72e-12	64.7	50.35
g3428.t1	P85100.1	29.487	156	100	3	15	160	44	199	2.85e-12	65.1	48.08
g3428.t1	A0A125YZN2.1	27.465	142	98	2	23	159	25	166	3.72e-12	64.3	54.23
g3428.t1	P09541.3	27.152	151	98	4	21	160	44	193	6.30e-12	63.9	50.99
g3428.t1	P09540.1	28.750	160	84	4	21	160	36	185	7.48e-12	63.5	47.50
g3428.t1	P02606.3	29.333	150	86	4	21	155	45	189	1.20e-11	63.2	50.67
g3428.t1	P17209.2	27.152	151	98	4	21	160	44	193	2.15e-11	62.8	50.33
g3428.t1	F1RRT2.3	27.815	151	97	4	21	160	48	197	5.77e-11	61.6	49.67
g3428.t1	P09402.2	28.986	138	93	2	28	160	7	144	8.77e-11	60.1	50.00
g3428.t1	Q1A7B1.1	28.873	142	93	3	25	158	12	153	1.39e-10	59.7	52.82
g3428.t1	P12829.3	27.152	151	98	4	21	160	48	197	1.91e-10	60.1	49.01
g3428.t1	P47947.2	28.378	148	98	3	23	162	7	154	2.97e-10	58.9	50.00
g3428.t1	Q09665.1	23.776	143	100	3	25	158	16	158	3.49e-10	58.5	53.85
g3428.t1	Q1A7B3.1	29.577	142	92	3	25	158	8	149	3.96e-10	58.5	50.70
g3428.t1	Q1A7B2.1	29.577	142	92	3	25	158	8	149	2.04e-09	56.6	50.00
g3428.t1	Q9FXQ3.1	29.268	164	99	6	5	160	373	527	7.45e-09	57.0	48.78
g3428.t1	P47948.2	28.169	142	94	3	25	158	12	153	1.54e-08	54.3	50.70
g3428.t1	Q54IY3.1	26.400	125	90	2	20	144	9	131	1.75e-08	53.9	52.80
g3428.t1	P21797.1	27.397	146	98	3	21	158	12	157	5.76e-08	52.8	48.63
g3428.t1	P47949.2	29.371	143	91	4	25	158	12	153	5.90e-08	52.8	50.35
g3428.t1	Q0DYK7.1	28.659	164	100	6	5	160	377	531	6.06e-08	54.3	48.17
g3428.t1	Q54X77.1	27.407	135	95	3	25	158	13	145	4.04e-07	50.4	52.59
g3428.t1	P62345.2	26.744	172	108	5	4	159	355	524	1.17e-06	50.8	48.26
g3428.t1	Q7RJG2.3	27.333	150	92	4	25	159	377	524	1.43e-06	50.4	49.33
g3428.t1	P02595.2	34.848	66	39	1	27	88	84	149	2.84e-06	47.8	60.61
g3428.t1	P04464.3	37.097	62	35	1	27	84	84	145	2.87e-06	47.8	62.90
g3428.t1	Q41420.1	35.484	62	36	1	27	84	59	120	1.91e-05	45.1	61.29
g3428.t1	P62184.2	33.333	66	40	1	27	88	84	149	1.95e-05	45.8	59.09
# blastp
# Iteration: 0
# Query: g3679.t1
# RID: YD4GEH1W014
# Database: swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 52 hits found
g3679.t1	Q19269.2	29.717	212	122	5	71	278	123	311	7.44e-22	98.2	46.23
g3679.t1	O62243.2	27.230	213	131	4	73	283	80	270	1.98e-21	94.0	44.13
g3679.t1	P55113.2	25.385	260	157	6	31	279	40	273	1.91e-19	90.1	40.38
g3679.t1	D2KBH9.1	30.000	220	122	7	67	280	104	297	3.10e-19	90.1	44.09
g3679.t1	Q9U3S9.2	28.846	208	123	5	73	278	81	265	6.68e-19	88.2	42.31
g3679.t1	Q18439.3	29.384	211	123	6	71	278	119	306	3.48e-17	84.0	42.18
g3679.t1	P55115.2	28.302	212	128	4	69	279	119	307	5.62e-16	80.9	42.45
g3679.t1	Q20191.5	27.751	209	127	4	73	280	119	304	1.20e-15	79.7	43.54
g3679.t1	P98070.1	26.636	214	133	4	71	280	91	284	1.17e-14	77.4	40.65
g3679.t1	Q9DER7.1	25.909	220	123	5	73	280	153	344	1.19e-14	77.4	40.45
g3679.t1	P07584.2	27.273	132	77	2	73	204	59	171	1.32e-14	75.1	47.73
g3679.t1	O57460.1	23.507	268	159	6	31	280	118	357	1.81e-14	76.6	40.30
g3679.t1	P42664.2	28.302	212	121	7	73	278	99	285	2.31e-14	76.3	42.92
g3679.t1	K7Z9Q9.1	26.570	207	131	6	73	278	62	248	3.54e-14	74.3	41.06
g3679.t1	P91828.2	26.244	221	127	9	69	278	73	268	3.80e-14	75.1	45.25
g3679.t1	Q9WVM6.1	26.728	217	125	4	73	280	156	347	8.58e-14	74.7	40.55
g3679.t1	O57382.1	25.909	220	123	5	73	280	162	353	1.26e-13	74.3	40.91
g3679.t1	Q9Y6L7.1	25.806	217	127	4	73	280	159	350	1.96e-13	73.6	40.55
g3679.t1	Q8JI28.1	25.000	220	125	5	73	280	152	343	6.64e-13	72.0	39.55
g3679.t1	O43897.1	24.545	220	126	5	73	280	157	348	3.23e-12	70.1	40.00
g3679.t1	Q16819.2	25.121	207	131	4	78	282	79	263	3.74e-12	69.7	40.58
g3679.t1	P98061.4	26.214	206	124	6	80	280	138	320	6.05e-12	68.9	46.12
g3679.t1	Q62381.1	24.545	220	126	5	73	280	157	348	7.34e-12	68.9	39.55
g3679.t1	A0FKN6.1	24.887	221	124	7	71	279	59	249	1.35e-11	66.6	41.18
g3679.t1	Q1LW01.1	25.616	203	124	5	78	278	86	263	1.57e-11	66.2	40.39
g3679.t1	Q20176.4	24.621	264	141	7	26	278	30	246	1.91e-11	67.8	39.77
g3679.t1	P98063.2	24.658	219	131	5	71	280	133	326	4.48e-11	66.6	39.73
g3679.t1	C9D7R2.1	21.963	214	141	6	73	282	62	253	5.42e-11	64.7	43.46
g3679.t1	P13497.2	25.229	218	131	5	71	280	128	321	1.14e-10	65.5	38.99
g3679.t1	Q21252.2	26.027	219	113	8	71	278	68	248	1.64e-10	63.9	39.27
g3679.t1	Q64230.2	23.645	203	131	5	78	278	80	260	1.80e-09	61.6	39.90
g3679.t1	P28825.4	22.705	207	136	4	78	282	78	262	2.36e-09	61.2	39.61
g3679.t1	Q9VC47.1	24.554	224	135	7	66	279	522	721	3.48e-09	60.8	40.18
g3679.t1	P31579.1	23.729	177	104	6	65	235	77	228	4.23e-09	59.3	40.68
g3679.t1	Q6HA09.3	23.364	214	130	7	73	278	94	281	4.31e-09	60.1	40.65
g3679.t1	Q9N5R0.3	24.885	217	114	9	73	278	81	259	8.94e-09	58.5	41.47
g3679.t1	P42674.1	25.943	212	135	6	71	278	100	293	9.93e-09	59.3	39.62
g3679.t1	Q9XTD6.2	24.242	165	98	4	73	235	83	222	1.40e-08	58.5	40.00
g3679.t1	P98069.1	21.461	219	139	5	73	280	110	306	1.65e-08	58.5	37.90
g3679.t1	Q7JLI1.1	27.966	118	81	2	162	278	239	353	5.26e-07	53.9	46.61
g3679.t1	P25723.2	24.157	178	107	5	69	241	142	296	1.04e-06	53.5	41.57
g3679.t1	O16977.3	25.758	132	76	2	71	202	210	319	5.98e-06	50.8	41.67
g3679.t1	Q9N2V2.5	26.974	152	89	3	104	255	362	491	9.31e-06	50.4	41.45
g3679.t1	Q18206.2	23.721	215	139	4	65	276	128	320	2.11e-05	49.3	35.35
g3679.t1	P0DM61.1	23.529	102	61	1	112	213	1	85	4.22e-05	45.4	46.08
g3679.t1	Q7Z0M7.3	24.766	214	117	8	78	278	128	310	2.12e-04	45.8	39.72
g3679.t1	Q61EX6.2	23.502	217	137	5	65	276	127	319	2.22e-04	45.8	34.56
g3679.t1	Q22396.2	22.222	189	108	5	94	278	54	207	0.001	43.9	37.57
g3679.t1	A0A0C5PRQ1.1	34.118	85	46	4	155	235	226	304	0.002	43.1	45.88
g3679.t1	D5FM34.1	34.118	85	46	4	155	235	226	304	0.002	43.1	45.88
g3679.t1	D5FM37.1	27.160	81	56	1	155	235	198	275	0.003	42.7	45.68
g3679.t1	Q21432.2	26.531	147	82	6	65	204	333	460	0.003	42.4	40.14
# blastp
# Iteration: 0
# Query: g4106.t1
# RID: YD4GEH1W014
# Database: swissprot
# blastp
# Iteration: 0
# Query: g4970.t1
# RID: YD4GEH1W014
# Database: swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 234 hits found
g4970.t1	Q9JIQ8.3	25.743	404	230	21	467	859	111	455	1.38e-15	84.0	39.85
g4970.t1	O15393.3	25.236	424	238	22	470	873	114	478	1.71e-15	84.0	40.80
g4970.t1	Q9NZR2.2	32.353	238	116	10	298	505	2494	2716	4.20e-15	84.3	43.70
g4970.t1	Q9NZR2.2	31.373	204	112	7	319	507	3479	3669	1.43e-12	75.9	41.67
g4970.t1	Q9NZR2.2	29.858	211	109	8	321	505	3599	3796	2.32e-12	75.1	42.65
g4970.t1	Q9NZR2.2	27.731	238	107	8	321	505	3362	3587	5.42e-08	60.8	35.29
g4970.t1	Q9NZR2.2	27.984	243	124	9	321	530	932	1156	1.00e-07	60.1	37.04
g4970.t1	Q9NZR2.2	30.168	179	83	9	321	467	1011	1179	0.001	46.6	41.34
g4970.t1	Q9NZR2.2	26.540	211	119	7	321	505	2725	2925	0.027	42.0	37.44
g4970.t1	P98155.1	32.547	212	105	8	318	505	115	312	1.26e-14	82.0	42.92
g4970.t1	P98155.1	28.986	207	94	9	310	502	183	350	7.96e-08	60.1	42.03
g4970.t1	Q9JI18.1	29.870	231	116	7	306	505	2501	2716	4.53e-14	80.9	41.99
g4970.t1	Q9JI18.1	31.707	205	110	7	319	507	3479	3669	5.23e-14	80.5	42.93
g4970.t1	Q9JI18.1	30.516	213	109	7	321	507	3599	3798	3.23e-13	78.2	41.78
g4970.t1	Q9JI18.1	31.193	218	120	9	310	502	2581	2793	1.78e-12	75.5	42.20
g4970.t1	Q9JI18.1	28.926	242	133	8	321	535	932	1161	8.37e-09	63.5	38.02
g4970.t1	Q9JI18.1	26.891	238	109	6	321	505	3362	3587	1.55e-08	62.8	34.87
g4970.t1	Q9JI18.1	30.366	191	92	8	321	502	1011	1169	7.64e-06	53.9	40.84
g4970.t1	Q9VXM0.1	28.139	231	131	8	305	505	296	521	6.38e-14	80.1	40.69
g4970.t1	Q9VXM0.1	31.707	164	81	6	370	505	271	431	9.63e-10	66.6	44.51
g4970.t1	Q21629.1	32.212	208	101	9	321	505	221	411	8.12e-14	79.0	45.19
g4970.t1	Q21629.1	31.618	136	73	5	275	403	372	494	0.002	45.4	42.65
g4970.t1	P98164.3	32.367	207	109	7	318	505	1028	1222	8.41e-14	80.1	44.44
g4970.t1	P98164.3	31.401	207	120	7	321	512	3640	3839	1.70e-12	75.5	42.51
g4970.t1	P98164.3	27.232	224	126	8	304	504	3708	3917	1.30e-10	69.3	42.86
g4970.t1	P98164.3	35.176	199	101	9	321	505	33	217	1.51e-09	65.9	47.74
g4970.t1	P98164.3	30.131	229	121	9	305	506	2812	3028	1.93e-09	65.5	41.05
g4970.t1	P98164.3	30.942	223	108	10	310	502	1138	1344	5.73e-09	63.9	41.70
g4970.t1	P98164.3	26.432	227	96	8	321	505	3517	3714	1.04e-07	60.1	37.44
g4970.t1	P98164.3	26.471	238	120	9	320	504	2704	2939	5.08e-07	57.8	37.39
g4970.t1	P98164.3	30.093	216	122	10	304	505	56	256	6.62e-06	53.9	44.44
g4970.t1	P98164.3	29.114	158	72	7	321	438	1192	1349	2.54e-04	48.9	41.14
g4970.t1	P98159.2	36.429	140	77	3	378	506	2320	2458	1.26e-13	79.3	45.71
g4970.t1	P98159.2	22.547	581	326	23	348	889	883	1378	2.29e-10	68.6	37.69
g4970.t1	P98159.2	28.169	142	64	5	307	433	883	1001	0.019	42.7	38.73
g4970.t1	A2ARV4.1	32.367	207	102	8	326	505	2834	3029	2.38e-13	78.6	43.96
g4970.t1	A2ARV4.1	26.459	257	132	7	304	505	3710	3964	6.25e-13	77.0	39.30
g4970.t1	A2ARV4.1	32.227	211	121	8	321	516	3642	3845	4.19e-12	74.3	41.23
g4970.t1	A2ARV4.1	31.731	208	107	11	320	504	2746	2941	4.77e-10	67.8	45.67
g4970.t1	A2ARV4.1	29.268	246	107	12	321	506	3519	3757	2.36e-09	65.5	41.06
g4970.t1	A2ARV4.1	31.707	205	103	9	321	502	1155	1345	1.03e-08	63.2	42.93
g4970.t1	A2ARV4.1	28.649	185	92	8	321	502	150	297	2.19e-06	55.5	39.46
g4970.t1	A2ARV4.1	23.913	230	105	8	378	545	1037	1258	6.06e-04	47.8	33.91
g4970.t1	A2ARV4.1	30.323	155	74	6	310	461	174	297	0.003	45.4	39.35
g4970.t1	P98165.1	29.902	204	109	5	327	509	144	334	2.60e-13	77.8	41.18
g4970.t1	P98165.1	31.053	190	95	6	317	505	52	206	1.05e-08	62.8	40.53
g4970.t1	P98165.1	29.146	199	106	7	310	485	201	387	5.09e-08	60.5	41.21
g4970.t1	P98165.1	30.508	118	69	2	401	505	50	167	0.002	45.4	41.53
g4970.t1	P35951.2	32.394	213	104	8	321	505	32	232	3.89e-13	77.0	43.66
g4970.t1	P35951.2	32.227	211	99	11	321	502	114	309	1.78e-09	65.5	43.13
g4970.t1	P35951.2	31.667	120	66	4	321	435	203	311	6.04e-05	50.4	46.67
g4970.t1	P98158.1	31.280	211	123	7	321	516	3642	3845	3.96e-13	77.8	41.71
g4970.t1	P98158.1	26.070	257	133	7	304	505	3710	3964	6.04e-13	77.0	39.69
g4970.t1	P98158.1	32.212	208	106	11	320	504	2746	2941	2.72e-09	65.1	43.75
g4970.t1	P98158.1	31.220	205	104	9	321	502	1155	1345	1.01e-08	63.2	41.95
g4970.t1	P98158.1	28.846	208	116	9	321	505	2913	3111	4.89e-06	54.3	41.35
g4970.t1	P98158.1	28.108	185	93	8	321	502	150	297	1.65e-05	52.8	38.92
g4970.t1	P98158.1	30.968	155	73	6	310	461	174	297	0.001	46.2	39.35
g4970.t1	P98158.1	26.761	142	76	4	368	505	1027	1144	0.024	42.4	38.73
g4970.t1	P35953.1	32.338	201	100	7	327	505	126	312	4.77e-13	77.0	42.29
g4970.t1	P35953.1	31.053	190	95	6	317	505	34	188	1.27e-08	62.4	42.11
g4970.t1	P35953.1	30.317	221	105	10	310	499	183	385	5.86e-08	60.5	41.63
g4970.t1	P98156.1	31.841	201	101	7	327	505	126	312	5.06e-13	76.6	42.79
g4970.t1	P98156.1	29.730	185	96	4	321	505	38	188	1.59e-08	62.4	41.08
g4970.t1	P98156.1	30.508	118	69	2	401	505	32	149	5.27e-04	47.4	42.37
g4970.t1	P98157.1	31.674	221	107	9	315	505	2518	2724	1.39e-12	75.9	38.91
g4970.t1	P98157.1	33.816	207	107	9	317	505	3534	3728	2.62e-10	68.6	41.55
g4970.t1	P98157.1	32.258	217	106	9	321	509	939	1142	6.46e-10	67.0	40.55
g4970.t1	P98157.1	29.756	205	113	7	321	506	3415	3607	1.20e-07	59.7	40.00
g4970.t1	P98157.1	31.016	187	84	9	321	502	3336	3482	9.98e-07	56.6	41.18
g4970.t1	P98157.1	31.034	116	38	5	319	402	2859	2964	0.021	42.4	37.93
g4970.t1	P20063.1	33.175	211	104	9	321	505	19	218	1.75e-12	75.1	42.65
g4970.t1	P20063.1	32.127	221	102	10	321	507	101	307	1.62e-11	72.0	41.18
g4970.t1	P00772.1	25.197	254	167	8	647	896	32	266	2.02e-12	71.6	44.49
g4970.t1	Q5R1M5.1	25.862	232	153	7	667	896	52	266	2.85e-12	71.2	45.26
g4970.t1	P98166.1	27.731	238	117	5	321	505	77	312	3.71e-12	73.9	37.39
g4970.t1	P98166.1	29.730	185	96	4	321	505	38	188	1.04e-08	62.8	41.08
g4970.t1	P98166.1	30.508	118	69	2	401	505	32	149	2.31e-04	48.5	43.22
